Unnamed: 0,x_i,x_j,Label
382,the tension in the,world of the world of the world of the world of the world of the world of the world of the world of the world of the world of the world of the world of the world of the world of the world of the world,GPT_NEO
383,"looking over my shoulder , i saw","a man with a big smile on his face, and he said, ""I'm sorry, but I'm not going to be able to help you.",GPT_NEO
384,"indeed , there was an",incident in which the police officer was shot in the head.,GPT_NEO
385,"at the end of the week , i",have to go to the gym and get my cardio.,GPT_NEO
386,"looking up , cole saw the","same thing, and he was a little bit scared,",GPT_NEO
387,were heading to rome because,he was going to be there.,GPT_NEO
388," thanks , i ca n't say",hat i'm not a good person to be around.,GPT_NEO
389, i wo n't,"os kompleks, kompleks,",GPT_NEO
390,i let myself cry until my tears become,my own.,GPT_NEO
391," all gone now , though , alas ,",e only thing that can be done is to get the whole thing done.,GPT_NEO
392,i took in mr.,"""I'm sorry, but I'm not going to be able to help you,"" he said.",GPT_NEO
393,then i take off his boxers and,put them in the boxers.,GPT_NEO
394,we never told anyone that our first time together,was a date.,GPT_NEO
395,mother demands as we weave,our way through the world.,GPT_NEO
396,she waggles her finger with,the tip of her finger.,GPT_NEO
397,just then a message came over,the phone.,GPT_NEO
398,we ca n't all be,"a good thing, but I'm not going to let you go.",GPT_NEO
399,other than that no one was there,to help him.,GPT_NEO
400,and when celeste entrusted the newborn infant to,"the care of the mother, the mother was to be the care of the infant.",GPT_NEO
401,dardy 's pallid face hardened,by the heat of the moment.,GPT_NEO
402,i turned around and went back into the,room.,GPT_NEO
403,and should it please him not,"to be a man of the world?""  ""I am not a man of the world,"" said the man, ""but I am a man of the world.",GPT_NEO
404,she reached for the keys to her place,".  ""I'm sorry,"" she said. ""I didn't mean to hurt you.""  ""I'm sorry,",GPT_NEO
405,he pulled a blaster out of his pocket,and fired it at the ground.,GPT_NEO
406,"i watch realm leave , wondering",if it's possible to do it in the same way as the other way around.,GPT_NEO
407,just his name brought back memories,of the past.,GPT_NEO
408,"the warehouse was number c3100 , the","warehouse was number c4100, the warehouse was number c5100,",GPT_NEO
409," woman , i can have whatever i want ,","can have whatever i want, i can have whatever i want,",GPT_NEO
410,the last time cass has smelled this delicious aroma,", it was a bit of a surprise to see it.",GPT_NEO
411,the truth was that the chief had coughed,and spit and spit and spit and spit and spit and spit and spit and spit and spit and spit and spit and spit and spit and spit and spit and spit and spit and spit and spit and spit,GPT_NEO
412, same goes for your,own personal use.,GPT_NEO
413,"and then suddenly there was quiet ,","and then there was silence, and then silence,",GPT_NEO
414," i , for one , am a",ember of the team.,GPT_NEO
415,isaac and nathan fall into each other,'s arms.,GPT_NEO
416," yeah , '' he grinned again , ","and said, '' 'I'm going to go to the bathroom and   get some water,",GPT_NEO
417, you were never exactly a graceful or coordinated,"person,",GPT_NEO
418,"with short dark hair , light green eyes",and a good smile.,GPT_NEO
419, has no one ever,to blame for the death of a child.,GPT_NEO
420,i was n't sure what would happen once,he got to the house.,GPT_NEO
421,"he gave me a sly look ,",but I was not going to let him get away with it.,GPT_NEO
422,his mom turned from the window as,she was about to leave.,GPT_NEO
423,"using her momentum , he spun her around",and she was in a state of shock.,GPT_NEO
424, i thought we already established that the cat,is a human.,GPT_NEO
425,my legs almost gave way as she kissed,him.,GPT_NEO
426,hanging out with caleb and olivia,".  ""I'm sorry, I'm sorry,",GPT_NEO
427,all afternoon he had tried to believe the,truth.,GPT_NEO
428,"for her sake , though , i tried","o find out what was going on, but i couldn't find out what was going on,",GPT_NEO
429,"maybe that sounded juvenile , but",I think it's a good idea to have a look at the other side of the issue.,GPT_NEO
430,some would say he got lost on,"the way to the airport, but he was there,",GPT_NEO
431,a cry of relief,".  ""I'm sorry, I'm sorry,",GPT_NEO
432,"just stab , slice and plop ,","lice and plop, slice and plop,",GPT_NEO
433,"and that he had caused it , well ,","e was a very good man, and he was a very good man,",GPT_NEO
434,"emberlee said cheerfully to him ,","""I'm not going to be able to do this for you.",GPT_NEO
435,"the paramedics could n't tell us anything ,",ut they were all very good at what they did.,GPT_NEO
436,she did not know just how much time actually passed,".  ""I'm sorry,"" she said. ""I'm sorry.""  ""I'm sorry,",GPT_NEO
437, reasoning with him is,"that he is a man of the world, and that he is a man of the world.",GPT_NEO
438," when really , your",best bet is to get a good deal on the next one.,GPT_NEO
439,the episode on the kitchen floor was the,first time I had seen it.,GPT_NEO
440,"leisurely , i took in the view of","the world, and I was not surprised to see that the world was not as it was supposed to be,",GPT_NEO
441,in my mother 's diary she wrote that,she was'very happy' with the new house.,GPT_NEO
442,i like to stay on my,"side, but I'm not sure if I'm going to be able to do that.",GPT_NEO
443,"my lips moved away from her mouth ,",and she looked up at him.,GPT_NEO
444,i think back with some shame on the,way the game was played.,GPT_NEO
445,though at least his father was,a man of the cloth.,GPT_NEO
446, what earthly difference can,be made between the two.,GPT_NEO
447,"zack knew , but he was still too",young to be a man of the world.,GPT_NEO
448,you lose -  her sword whistled,and she fell to the ground.,GPT_NEO
449,"leo holds up a hand , shutting him",down.,GPT_NEO
450,trey traded the wine list for,a new one.,GPT_NEO
451,more proof that consultancy is easy,to use and easy to understand.,GPT_NEO
452, i always use twisted gut,ters.,GPT_NEO
453,i wish i could have done more to,help you.,GPT_NEO
454,did you get in and decide to talk to,"me?""  ""I'm not sure,"" said the girl.",GPT_NEO
455,this is no way to,tell if the user is using the correct password.,GPT_NEO
456,"the memory of their first meeting still rankled ,",but they were not the only ones to have been in the same room with the other members of the group.,GPT_NEO
457,we 're very lucky,to have a good friend who is a real genius.,GPT_NEO
458," well , i 'm",ot sure if it is a good idea to use the same code for all the other functions.,GPT_NEO
459,he opened his eyes to look over at,the man.,GPT_NEO
460,i hightail it down to the basement,".  ""I'm sorry, I'm sorry,",GPT_NEO
461, the only truth is that we 're,not going to be able to do it.,GPT_NEO
462,"thus , new orleans",and the like.,GPT_NEO
463,"no brush this time , just being close","to the edge of the screen, I can see the screen and the cursor is on the left side of the screen,",GPT_NEO
464,if anyone understood that,?  A:  You can use the following code to get the value of the variable: $this->db->select('*');  This will return the value of the variable.,GPT_NEO
465,"with mia 's surprise party that afternoon ,","nd I was surprised to see that the mature, well-dressed,",GPT_NEO
466,"he searched the land ,",and found a man with a sword in his hand.,GPT_NEO
467,"larry , do you remember",the time when you were in the middle of a fight?  I remember the time when I was in the middle of a fight.,GPT_NEO
468,"at first , it was no more than",a mere matter of time.,GPT_NEO
469,but there was nothing we,could do about it.,GPT_NEO
470,nor had she been,"able to get her hands on the phone, she was still in the middle of her work.",GPT_NEO
471, lahn - '' i whispered again as,he was about to leave the room.,GPT_NEO
472, we have to,do something about it.,GPT_NEO
473, when patricia told you she was,"a ""good girl"" and that she was ""a good girl"" and that she was ""a good girl"" and that she was ""a good girl"" and that she was ""a good girl"" and that",GPT_NEO
474,"rafe reached over and deftly loaded six bullets ,",which he fired at the enemy.,GPT_NEO
475,you want to destroy it now ... and destroy,it again.,GPT_NEO
476,"which was not , in eddie 's",,GPT_NEO
477,"i was n't entirely certain , but",think it's a good idea to have a look at the code.,GPT_NEO
478,that meant he was slightly,more than a little drunk.,GPT_NEO
479,she gave a small sigh of,relief.,GPT_NEO
480,"he ran down the street ,",and I was in the middle of a street.,GPT_NEO
481,it did n't matter what faile dressed him,"He was a man of the world, and he was a man of the world.",GPT_NEO
482,"she asked , suddenly feeling an",overwhelming sense of relief.,GPT_NEO
483,"well , he couldnt very well",have been a good player.,GPT_NEO
484,"eric then took off his coat , rolled",up his trousers and threw them on the floor.,GPT_NEO
485, because you 're,"not going to be able to do that, you're going to have to do it yourself.",GPT_NEO
486,mr. hamilton had come forward to the edge of,"the cabaret, and was looking at the man who had been in the room.",GPT_NEO
487,she began to say,", ""I'm sorry, I don't know what to do.",GPT_NEO
488,"outside , in the distance there were shouts ,","nd the sound of the wind was heard, and the sound of the wind was heard,",GPT_NEO
489,"he had married a younger sister of the family ,",and had two sons and a daughter.,GPT_NEO
490,start eating the pancakes,", and then I was like, “Oh, I’m going to eat them.",GPT_NEO
491,"it was her , that asked me to",tell you that I was not a,GPT_NEO
492,one cabby even made a point to call,the police.,GPT_NEO
493,she pulled the fine black,-and-white-striped shirt over her head and put it on.,GPT_NEO
494,"i start back , a","new one is coming, and I have to start again,",GPT_NEO
495, daniel has already told me that you,are a good person.,GPT_NEO
496,only the best trainees are,the ones who are the best in the field.,GPT_NEO
497,we 'll see you in a,few days.,GPT_NEO
498, there are normally many ways,to get around the problem.,GPT_NEO
499,"when darkness had come , taleniekov had begun",to look at the sky.,GPT_NEO
500," good for you guys , ''","""I'm not going to be able to do this for you, ''  ""I'm not going to be able to do this for you,",GPT_NEO
501,she did n't travel route 4 on the,way to the airport.,GPT_NEO
502,"casper took a deep breath , stepped back",and looked at the sky.,GPT_NEO
503,and it would be fun to go to,the gym and do some cardio.,GPT_NEO
504," no , i just want to forget it","I have a question about the ""I have a question about the ""I have a question about the ""I have a question about the ""I have a question about the ""I have a question",GPT_NEO
505,there they found a lump under the,table.,GPT_NEO
506,nancy and malcolm entered from the side,of the road.,GPT_NEO
507,he tugged her closer and,she was aware of the tension in her body.,GPT_NEO
508,they stood-and then they paused a,"moment, and then they came back.",GPT_NEO
509,any restrictions they could place,on the  government’s ability to provide for the children.,GPT_NEO
510, we may be on neutral ground right,now.,GPT_NEO
511,ethan gives a brief wave as,the wave of the wave of the wave of the wave of the wave of the wave of the wave of the wave of the wave of the wave of the wave of the wave of the wave of the wave of the,GPT_NEO
512,he simply nodded at me from,the corner of his eye.,GPT_NEO
513,the terra treaties are the reason autumn and,winter are coming to an end.,GPT_NEO
514,"kittens have wet , moisture , soft ,","d soft, and they are very hard to clean.",GPT_NEO
515,she might even throw herself into,the fire.,GPT_NEO
516,i 'm hanging off the handle,"'I'm sorry, I'm sorry,' said the man, 'but I'm not going to be able to help you.",GPT_NEO
