Unnamed: 0,x_i,x_j,Label
480,"he ran down the street ,",his eyes wild with panic.,Gemini
481,it did n't matter what faile dressed him,in what they saw fit.,Gemini
482,"she asked , suddenly feeling an",unsettling feeling of dread.,Gemini
483,"well , he couldnt very well",have done anything about it.,Gemini
484,"eric then took off his coat , rolled","up his sleeves, preparing for a fight.",Gemini
485, because you 're,going to pay for this.,Gemini
486,mr. hamilton had come forward to the edge of,"the edge of the crowd, his expression unreadable.",Gemini
487,she began to say,"something important, but she hesitated.",Gemini
488,"outside , in the distance there were shouts ,",and the sound of sirens filled the night air.,Gemini
489,"he had married a younger sister of the family ,",and lived happily ever after.,Gemini
490,start eating the pancakes,and don’t forget the syrup.,Gemini
491,"it was her , that asked me to",do this for me.,Gemini
492,one cabby even made a point to call,a point of reminding her what he’d done.,Gemini
493,she pulled the fine black,velvet gown.,Gemini
494,"i start back , a",little worried.,Gemini
495, daniel has already told me that you,were in danger.,Gemini
496,only the best trainees are,chosen for this assignment.,Gemini
497,we 'll see you in a,few hours.,Gemini
498, there are normally many ways,to get where you need to go.,Gemini
499,"when darkness had come , taleniekov had begun",begun his preparations.,Gemini
500," good for you guys , ''","he said, offering a genuine smile.",Gemini
501,she did n't travel route 4 on the,"map, opting for a more scenic route.",Gemini
502,"casper took a deep breath , stepped back","and took a step back, his eyes wide with fear.",Gemini
503,and it would be fun to go to,the amusement park.,Gemini
504," no , i just want to forget it",I just want to forget about it.,Gemini
505,there they found a lump under the,the floorboards.,Gemini
506,nancy and malcolm entered from the side,and took their seats at the table.,Gemini
507,he tugged her closer and,and whispered something in her ear.,Gemini
508,they stood-and then they paused a,"moment, exchanging a meaningful glance.",Gemini
509,any restrictions they could place,on their freedom.,Gemini
510, we may be on neutral ground right,"now, is it?",Gemini
511,ethan gives a brief wave as,he turned and walked away.,Gemini
512,he simply nodded at me from,"across the room, a knowing smile on his face.",Gemini
513,the terra treaties are the reason autumn and,winter arrives later than usual on this planet.,Gemini
514,"kittens have wet , moisture , soft ,",fur.,Gemini
515,she might even throw herself into,a dangerous mission.,Gemini
516,i 'm hanging off the handle,"the edge of the roof, terrified.",Gemini
517,as he spoke he quietly wondered to himself,if he was doing the right thing.,Gemini
518,as everyone 's eyes bugged,widened in disbelief.,Gemini
519,he straightened from a squat position,and surveyed the scene.,Gemini
520,justin unbuttoned his shirt and opened it to,reveal a series of scars.,Gemini
521,smoke and steam poured forth from the ground floor,and filled the air with a strange aroma.,Gemini
522,we 'd been invited to every charity event in,town.,Gemini
523,"as he wondered what to do , he",noticed something unusual.,Gemini
524,i decided i was no longer in the,"mood, ready for a change.",Gemini
525,he looked really handsome in a black suit with,a perfectly tailored shirt.,Gemini
526,he stood in the middle,"of the room, feeling lost and alone.",Gemini
527,it 's no wonder that aro was,surprised by her strength.,Gemini
528,he rolled his feet flat from ball to,"toe, stretching out his legs.",Gemini
529,"yes , and not only that , according","to the documents, it's clear that he was involved.",Gemini
530,"water shimmered invitingly , steam",rising from the surface.,Gemini
531,it warmed in a way i,had never felt before.,Gemini
532,lower her onto the,the soft mattress.,Gemini
533,he curled his lip in,a sneer of disdain.,Gemini
534,he found where burrell had tied up his,the prisoner had escaped.,Gemini
535,"as the stage crew did their thing , the","curtains rose, revealing a breathtaking scenery.",Gemini
536,"she grabbed it , holding it by the corners","tightly, her knuckles white.",Gemini
537," there are not many reporters left , but is",there a story waiting to be uncovered.,Gemini
538,one look at the tears in her eyes,were enough to break my heart.,Gemini
539,there were no more nerves or first time,jitters.,Gemini
540," you must n't blame yourself ,",you’re not to blame for what happened.,Gemini
541,the faraway look grew and erased all,trace of her former self.,Gemini
542,"then i said ,  but it was",just an excuse.,Gemini
543, we 'll have,a wonderful time.,Gemini
544,or if he blundered into a polar,bear.,Gemini
545, you 're some sort of crystal talent,psychic.,Gemini
546,the stallion crashed through a tangle,"of trees, scattering branches everywhere.",Gemini
547, gary needs at,least a million dollars.,Gemini
548,as far as the matarese is concerned,the threat was real.,Gemini
549," take him out , '' the other",man said menacingly.,Gemini
550,ill just hope for the,best.,Gemini
551,"where to obtain water , where to",find food.,Gemini
552,it trembled at his touch and,slightly.,Gemini
553,from a quick glance she could see at,a distance.,Gemini
554,the right rim of the casket had not,been sealed properly.,Gemini
555,it is truly moving to see this youngeralbeit in,the face of such courage.,Gemini
556,now the headmistress is complaining,about the state of the school.,Gemini
557,i was in such a rush that i,forgot to pack my toothbrush.,Gemini
558,and he would get to hold her,in her arms.,Gemini
559,"i snapped pictures with my cracked iphone ,",and sent them to the police.,Gemini
560,the clattering on the cobbles was awfully loud,was deafening.,Gemini
561,people could be amazingly creative when there was,a crisis.,Gemini
562,"her expression darkened , but she",but her eyes betrayed her true emotions.,Gemini
563,"looking at her , no one would guess",she was anything but happy.,Gemini
564, then how did you,did you get here so quickly?,Gemini
565,"if he were here , i 'd have misted away",into a wisp of smoke.,Gemini
566, any project you desire,that's within our reach.,Gemini
567,"she gasped , her",eyes widened with shock.,Gemini
568,"kieran was not only lost to them , but",also a victim of this conspiracy.,Gemini
569,only a dozen girls,were chosen for this task.,Gemini
570,we have not seen,seen anything unusual.,Gemini
571, zeus ' sword ...,a legendary weapon.,Gemini
572,and now the villagers feel as if they,have been abandoned by their gods.,Gemini
573,i picked up the towel and put it back on,back on the shelf.,Gemini
574,the engine ground over and over in,and I knew something was terribly wrong.,Gemini
575, give her up,I can’t.,Gemini
576,"she 's had such a hard time ,",she’s been through so much.,Gemini
577,i rummaged through one of the,"drawers, searching for something specific.",Gemini
578,zarya drew a ragged breath and asked the,quiet question.,Gemini
579,she was holding a white panama,hat.,Gemini
580,he appeared in the senate and exposed the massive fraud,and sent shockwaves through the political establishment.,Gemini
581,she smiled faintly at him and pointed at the,the evidence.,Gemini
582,he drained his beer and thumped,the glass on the table.,Gemini
583," when you get to the parking garage ,",and then I'll see you back here.,Gemini
584,then along came shows like dateline,"NBC Dateline and 20/20,",Gemini
585,she found the pepper spray and took,and used it as a weapon.,Gemini
586,you wanted to be a,police officer.,Gemini
587, you ca n't be thinking,be thinking of such things.,Gemini
588,she looked up at the ceiling,and thought about the day ahead.,Gemini
589,"before she could shoot up , steve caught the",needle.,Gemini
590,"before i know it , we are at",the edge of the woods.,Gemini
591,julian lifted the crossbow and fired it at,the approaching figure.,Gemini
592,it touched the part of,most vulnerable part of him.,Gemini
593," look , i told them because",because I thought he deserved to know.,Gemini
594,i 'm afraid he 's,in trouble.,Gemini
595,so i gave daisy enough,time to get herself out of trouble.,Gemini
596,"before he died , jate said the pack",would soon rise again.,Gemini
597, the arrival of the human boy ...,changed everything.,Gemini
598,there was the sound of indrawn,breath.,Gemini
599,"plus , he could n't help","but try as he might, he couldn't help but feel a pull towards her.",Gemini
600,he turned back to see,a woman standing in the doorway.,Gemini
601,the sooner we 're off,the better.,Gemini
602,i went to show him the bathroom and,then I realized I'd forgotten something.,Gemini
603,angelus looked at xavier 's,"face, a look of barely contained fury.",Gemini
604,"she paused , her gaze sliding over",her gaze lingering on a specific detail.,Gemini
605,"five hours ago , i believed a",different kind of person.,Gemini
606,"all lingering nausea had disappeared during the night ,",and she felt a renewed sense of energy.,Gemini
607,"he was the vampire who changed me , rescuing",me from certain death.,Gemini
608, we ca n't go that,far enough.,Gemini
609,your people have become blinded by one thing,their prejudices.,Gemini
610, i 'll come with,you.,Gemini
611,jackie 's smile faded when she saw volkov,when she saw her ex-boyfriend.,Gemini
612,she leaned forward and slapped,him across the face.,Gemini
613," i 'm sorry narbando , the",I'm truly sorry for what happened.,Gemini
614,maybe it was fate that guided me there,that brought me here.,Gemini
